SampleID	Site	Keep	Original_Sample_Name	Owner	Sample_date_Month_Year	Description	Detailed_Description	Country_class	LandUse	Original_Region	Island	Region	SoilOrder	Soil_Subgroup	Lat	Long	Rainfall	Rainfall_unit	pH	pH_details	Resin_P	Resin_P_Units	Olsen_P	Olsen_P_Units	K	K_Units	Ca	Ca_Units	Mg	Mg_Units	Na	Na_Units	CEC	CEC_Units	Total_Base_Saturation	TBS_Units	Sulfate	Sulfate_Unit	Soil_water_content	Soil_water_content_Units	NO3_N	NO3_unit	NO4_N 	NO4_unit	Total_nitrogen 	Total_nitrogen_Unit	Total_carbon 	Total_carbon_unit	Olsen_P	Olsen_P_Unit	DEA 	DEA_Units	DR 	DR_Units	N2O 	N2O_Units	N2 	N2_Unit	N2O_slash_N2OplusN2	Soluble_C 	Soluble_C_Unit	MBC 	MBC_Unit	N2O_N20_N2_50	N2O_NO_N20_N2_50	Max_N2O_N2O_N2	Max_N2O_NO_N2O_N2	Max_N2O	Max_NO	16S_quantity	NozI 	NirS	NifH	NirK	NosZII	NozI_percent	NirS_percent	NirK_percent	NosZII_percent	NifH_percent	NehaCode	NirK_Phylotype_Number	NirS_Phylotype_Number	NirK_Plus_NirS	NosZ_Phylotype_Number	diversity_nirK_1	eveness_nirK_1	diversity_nirS_1	Evenness_nirS_1	diversity_nosZ_1	eveness_nosZ_1	rpoB_gene_copies 	rpoB_Gene_Copies_Unit	nirK_gene_copies 	nirK_Gene_Copies_Unit 	nirS_Gene_Copies 	nirS_Gene_Copies_Unit	nirS_Plus_K_gene_copies	nirS_Plus_K_gene_copies_Unit	Nosz_Gene_Copies 	Nosz_Gene_Copies_Unit	Anion_Storage_Capacity	Anion_Storage_Capacity_Unit	Extractable_Organic_Sulphur	Extractable_Organic_Sulphur_Unit	Anaerobically_Mineralisable_N	Anaerobically_Mineralisable_N_Unit	AMN_Over_TN	AMN_Over_TN_Unit	Total_Sulphur	Total_Sulphur_unit
MobhA5.A	MobhA	No	Mobh A	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.145278	168.898611	2.58016529		6.2	in water	44	mg/kg	21	mg/L	0.79	me/100g	6.6	me/100g	1.04	me/100g	0.16	me/100g	16	me/100g	54	%	8	mg/kg																																																																									
MobhA5.B	MobhA	Yes	Mobh A	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.145278	168.898611	2.58016529		5.9	in water	45	mg/kg	20	mg/L	0.53	me/100g	7.2	me/100g	1.29	me/100g	0.16	me/100g	17	me/100g	53	%	5	mg/kg																																																																									
MobhA5.C	MobhA	No	Mobh A	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.145278	168.898611	2.58016529		6.1	in water	49	mg/kg	22	mg/L	0.51	me/100g	7.3	me/100g	1.42	me/100g	0.13	me/100g	18	me/100g	53	%	4	mg/kg																																																																									
MobhA6.A	MobhA	No	Mobh A	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.145278	168.898611	2.58016529		6.2	in water	44	mg/kg	21	mg/L	0.79	me/100g	6.6	me/100g	1.04	me/100g	0.16	me/100g	16	me/100g	54	%	8	mg/kg																																																																									
MobhA6.B	MobhA	Yes	Mobh A	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.145278	168.898611	2.58016529		6.1	in water	52	mg/kg	21	mg/L	0.83	me/100g	8	me/100g	1.15	me/100g	0.14	me/100g	17	me/100g	59	%	4	mg/kg																																																																									
MobhA6.C	MobhA	No	Mobh A	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.145278	168.898611	2.58016529		6.4	in water	76	mg/kg	29	mg/L	0.62	me/100g	9.9	me/100g	1.26	me/100g	0.12	me/100g	18	me/100g	66	%	4	mg/kg																																																																									
MobhA7.A	MobhA	No	Mobh A	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.145278	168.898611	2.58016529		6.2	in water	44	mg/kg	21	mg/L	0.79	me/100g	6.6	me/100g	1.04	me/100g	0.16	me/100g	16	me/100g	54	%	8	mg/kg																																																																									
MobhA7.B	MobhA	Yes	Mobh A	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.145278	168.898611	2.58016529		6.1	in water	52	mg/kg	21	mg/L	0.83	me/100g	8	me/100g	1.15	me/100g	0.14	me/100g	17	me/100g	59	%	4	mg/kg																																																																									
MobhA7.C	MobhA	No	Mobh A	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.145278	168.898611	2.58016529		6.4	in water	76	mg/kg	29	mg/L	0.62	me/100g	9.9	me/100g	1.26	me/100g	0.12	me/100g	18	me/100g	66	%	4	mg/kg																																																																									
MobhA8.A	MobhA	No	Mobh A	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.145278	168.898611	2.58016529		6.2	in water	44	mg/kg	21	mg/L	0.79	me/100g	6.6	me/100g	1.04	me/100g	0.16	me/100g	16	me/100g	54	%	8	mg/kg																																																																									
MobhA8.B	MobhA	Yes	Mobh A	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.145278	168.898611	2.58016529		5.8	in water	62	mg/kg	27	mg/L	0.94	me/100g	8.1	me/100g	1.47	me/100g	0.18	me/100g	20	me/100g	54	%	4	mg/kg																																																																									
MobhA8.C	MobhA	No	Mobh A	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.145278	168.898611	2.58016529		6.1	in water	59	mg/kg	23	mg/L	0.55	me/100g	8	me/100g	1.28	me/100g	0.12	me/100g	18	me/100g	57	%	3	mg/kg																																																																									
MobhA9.A	MobhA	No	Mobh A	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.145278	168.898611	2.58016529		6.2	in water	44	mg/kg	21	mg/L	0.79	me/100g	6.6	me/100g	1.04	me/100g	0.16	me/100g	16	me/100g	54	%	8	mg/kg																																																																									
MobhA9.B	MobhA	Yes	Mobh A	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.145278	168.898611	2.58016529		5.9	in water	45	mg/kg	20	mg/L	0.53	me/100g	7.2	me/100g	1.29	me/100g	0.16	me/100g	17	me/100g	53	%	5	mg/kg																																																																									
MobhA9.C	MobhA	No	Mobh A	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.145278	168.898611	2.58016529		6.1	in water	49	mg/kg	22	mg/L	0.51	me/100g	7.3	me/100g	1.42	me/100g	0.13	me/100g	18	me/100g	53	%	4	mg/kg																																																																									
MobhB1.A	MobhB	No	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.8	in water	109	mg/kg	40	mg/L	0.94	me/100g	12.7	me/100g	2.83	me/100g	0.24	me/100g	28	me/100g	60	%	15	mg/kg																																																																									
MobhB1.B	MobhB	Yes	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.8	in water	106	mg/kg	39	mg/L	0.76	me/100g	12.1	me/100g	2.41	me/100g	0.24	me/100g	27	me/100g	58	%	6	mg/kg																																																																									
MobhB1.C	MobhB	No	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.7	in water	110	mg/kg	39	mg/L	0.55	me/100g	12.9	me/100g	2.81	me/100g	0.23	me/100g	28	me/100g	58	%	13	mg/kg																																																																									
MobhB10.A	MobhB	No	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.8	in water	109	mg/kg	40	mg/L	0.94	me/100g	12.7	me/100g	2.83	me/100g	0.24	me/100g	28	me/100g	60	%	15	mg/kg																																																																									
MobhB10.B	MobhB	Yes	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.8	in water	110	mg/kg	48	mg/L	0.58	me/100g	11.2	me/100g	2.64	me/100g	0.19	me/100g	26	me/100g	57	%	6	mg/kg																																																																									
MobhB10.C	MobhB	No	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.7	in water	111	mg/kg	41	mg/L	0.55	me/100g	12.4	me/100g	2.71	me/100g	0.21	me/100g	28	me/100g	56	%	8	mg/kg																																																																									
MobhB11.A	MobhB	No	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.8	in water	109	mg/kg	40	mg/L	0.94	me/100g	12.7	me/100g	2.83	me/100g	0.24	me/100g	28	me/100g	60	%	15	mg/kg																																																																									
MobhB11.B	MobhB	Yes	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.8	in water	106	mg/kg	39	mg/L	0.76	me/100g	12.1	me/100g	2.41	me/100g	0.24	me/100g	27	me/100g	58	%	6	mg/kg																																																																									
MobhB11.C	MobhB	No	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.7	in water	110	mg/kg	39	mg/L	0.55	me/100g	12.9	me/100g	2.81	me/100g	0.23	me/100g	28	me/100g	58	%	13	mg/kg																																																																									
MobhB12.A	MobhB	No	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.8	in water	109	mg/kg	40	mg/L	0.94	me/100g	12.7	me/100g	2.83	me/100g	0.24	me/100g	28	me/100g	60	%	15	mg/kg																																																																									
MobhB12.B	MobhB	Yes	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		6.2	in water	127	mg/kg	51	mg/L	0.91	me/100g	11.5	me/100g	2.05	me/100g	0.18	me/100g	22	me/100g	68	%	4	mg/kg																																																																									
MobhB12.C	MobhB	No	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.9	in water	98	mg/kg	35	mg/L	0.52	me/100g	11.8	me/100g	2.37	me/100g	0.19	me/100g	25	me/100g	59	%	11	mg/kg																																																																									
MobhB2.A	MobhB	No	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.8	in water	109	mg/kg	40	mg/L	0.94	me/100g	12.7	me/100g	2.83	me/100g	0.24	me/100g	28	me/100g	60	%	15	mg/kg																																																																									
MobhB2.C	MobhB	No	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.7	in water	111	mg/kg	41	mg/L	0.55	me/100g	12.4	me/100g	2.71	me/100g	0.21	me/100g	28	me/100g	56	%	8	mg/kg																																																																									
MobhB3.A	MobhB	No	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.8	in water	109	mg/kg	40	mg/L	0.94	me/100g	12.7	me/100g	2.83	me/100g	0.24	me/100g	28	me/100g	60	%	15	mg/kg																																																																									
MobhB3.B	MobhB	Yes	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		6.2	in water	127	mg/kg	51	mg/L	0.91	me/100g	11.5	me/100g	2.05	me/100g	0.18	me/100g	22	me/100g	68	%	4	mg/kg																																																																									
MobhB3.C	MobhB	No	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.9	in water	98	mg/kg	35	mg/L	0.52	me/100g	11.8	me/100g	2.37	me/100g	0.19	me/100g	25	me/100g	59	%	11	mg/kg																																																																									
MobhB4.A	MobhB	No	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.8	in water	109	mg/kg	40	mg/L	0.94	me/100g	12.7	me/100g	2.83	me/100g	0.24	me/100g	28	me/100g	60	%	15	mg/kg																																																																									
MobhB4.C	MobhB	No	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.9	in water	98	mg/kg	35	mg/L	0.52	me/100g	11.8	me/100g	2.37	me/100g	0.19	me/100g	25	me/100g	59	%	11	mg/kg																																																																									
MobhB5.A	MobhB	No	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.8	in water	109	mg/kg	40	mg/L	0.94	me/100g	12.7	me/100g	2.83	me/100g	0.24	me/100g	28	me/100g	60	%	15	mg/kg																																																																									
MobhB5.C	MobhB	No	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.7	in water	110	mg/kg	39	mg/L	0.55	me/100g	12.9	me/100g	2.81	me/100g	0.23	me/100g	28	me/100g	58	%	13	mg/kg																																																																									
MobhB6.A	MobhB	No	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.8	in water	109	mg/kg	40	mg/L	0.94	me/100g	12.7	me/100g	2.83	me/100g	0.24	me/100g	28	me/100g	60	%	15	mg/kg																																																																									
MobhB6.B	MobhB	Yes	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.8	in water	110	mg/kg	48	mg/L	0.58	me/100g	11.2	me/100g	2.64	me/100g	0.19	me/100g	26	me/100g	57	%	6	mg/kg																																																																									
MobhB6.C	MobhB	No	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.7	in water	111	mg/kg	41	mg/L	0.55	me/100g	12.4	me/100g	2.71	me/100g	0.21	me/100g	28	me/100g	56	%	8	mg/kg																																																																									
MobhB7.A	MobhB	No	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.8	in water	109	mg/kg	40	mg/L	0.94	me/100g	12.7	me/100g	2.83	me/100g	0.24	me/100g	28	me/100g	60	%	15	mg/kg																																																																									
MobhB7.B	MobhB	Yes	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.8	in water	110	mg/kg	48	mg/L	0.58	me/100g	11.2	me/100g	2.64	me/100g	0.19	me/100g	26	me/100g	57	%	6	mg/kg																																																																									
MobhB7.C	MobhB	No	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.7	in water	111	mg/kg	41	mg/L	0.55	me/100g	12.4	me/100g	2.71	me/100g	0.21	me/100g	28	me/100g	56	%	8	mg/kg																																																																									
MobhB8.A	MobhB	No	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.8	in water	109	mg/kg	40	mg/L	0.94	me/100g	12.7	me/100g	2.83	me/100g	0.24	me/100g	28	me/100g	60	%	15	mg/kg																																																																									
MobhB8.B	MobhB	Yes	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		6.2	in water	127	mg/kg	51	mg/L	0.91	me/100g	11.5	me/100g	2.05	me/100g	0.18	me/100g	22	me/100g	68	%	4	mg/kg																																																																									
MobhB8.C	MobhB	No	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.9	in water	98	mg/kg	35	mg/L	0.52	me/100g	11.8	me/100g	2.37	me/100g	0.19	me/100g	25	me/100g	59	%	11	mg/kg																																																																									
MobhB9.A	MobhB	No	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.8	in water	109	mg/kg	40	mg/L	0.94	me/100g	12.7	me/100g	2.83	me/100g	0.24	me/100g	28	me/100g	60	%	15	mg/kg																																																																									
MobhB9.B	MobhB	Yes	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.8	in water	106	mg/kg	39	mg/L	0.76	me/100g	12.1	me/100g	2.41	me/100g	0.24	me/100g	27	me/100g	58	%	6	mg/kg																																																																									
MobhB9.C	MobhB	No	Mobh B	Rachel	Nov-14			Low Country	Dairy	Southland	South Island	Southland	Recent	Mottled-acidic Fluvial Recent 	-46.169444	168.885556	2.58016529		5.7	in water	110	mg/kg	39	mg/L	0.55	me/100g	12.9	me/100g	2.81	me/100g	0.23	me/100g	28	me/100g	58	%	13	mg/kg																																																																									
Mur1.A	Mur	No	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.2	in water	48	mg/kg	23	mg/L	1.39	me/100g	5.1	me/100g	2.05	me/100g	0.12	me/100g	28	me/100g	31	%	7	mg/kg																																																																									
Mur1.B	Mur	Yes	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.1	in water	52	mg/kg	20	mg/L	1.14	me/100g	4.2	me/100g	1.64	me/100g	0.11	me/100g	29	me/100g	24	%	7	mg/kg																																																																									
Mur1.C	Mur	No	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5	in water	47	mg/kg	14	mg/L	1.07	me/100g	4	me/100g	1.42	me/100g	0.11	me/100g	27	me/100g	24	%	8	mg/kg																																																																									
Mur10.A	Mur	No	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.2	in water	48	mg/kg	23	mg/L	1.39	me/100g	5.1	me/100g	2.05	me/100g	0.12	me/100g	28	me/100g	31	%	7	mg/kg																																																																									
Mur10.B	Mur	Yes	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.1	in water	52	mg/kg	20	mg/L	1.14	me/100g	4.2	me/100g	1.64	me/100g	0.11	me/100g	29	me/100g	24	%	7	mg/kg																																																																									
Mur10.C	Mur	No	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5	in water	47	mg/kg	14	mg/L	1.07	me/100g	4	me/100g	1.42	me/100g	0.11	me/100g	27	me/100g	24	%	8	mg/kg																																																																									
Mur11.A	Mur	No	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.2	in water	48	mg/kg	23	mg/L	1.39	me/100g	5.1	me/100g	2.05	me/100g	0.12	me/100g	28	me/100g	31	%	7	mg/kg																																																																									
Mur11.B	Mur	Yes	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.2	in water	61	mg/kg	26	mg/L	1.19	me/100g	6.5	me/100g	2.47	me/100g	0.13	me/100g	32	me/100g	32	%	14	mg/kg																																																																									
Mur11.C	Mur	No	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.2	in water	51	mg/kg	21	mg/L	1.28	me/100g	5.7	me/100g	2.26	me/100g	0.13	me/100g	30	me/100g	31	%	12	mg/kg																																																																									
Mur12.A	Mur	No	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.2	in water	48	mg/kg	23	mg/L	1.39	me/100g	5.1	me/100g	2.05	me/100g	0.12	me/100g	28	me/100g	31	%	7	mg/kg																																																																									
Mur12.B	Mur	Yes	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.2	in water	59	mg/kg	24	mg/L	1	me/100g	7.4	me/100g	2.08	me/100g	0.11	me/100g	30	me/100g	35	%	19	mg/kg																																																																									
Mur12.C	Mur	No	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.3	in water	59	mg/kg	27	mg/L	1.27	me/100g	5.7	me/100g	1.67	me/100g	0.12	me/100g	30	me/100g	29	%	12	mg/kg																																																																									
Mur2.A	Mur	No	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.2	in water	48	mg/kg	23	mg/L	1.39	me/100g	5.1	me/100g	2.05	me/100g	0.12	me/100g	28	me/100g	31	%	7	mg/kg																																																																									
Mur2.B	Mur	Yes	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.2	in water	59	mg/kg	24	mg/L	1	me/100g	7.4	me/100g	2.08	me/100g	0.11	me/100g	30	me/100g	35	%	19	mg/kg																																																																									
Mur2.C	Mur	No	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.3	in water	59	mg/kg	27	mg/L	1.27	me/100g	5.7	me/100g	1.67	me/100g	0.12	me/100g	30	me/100g	29	%	12	mg/kg																																																																									
Mur3.A	Mur	No	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.2	in water	48	mg/kg	23	mg/L	1.39	me/100g	5.1	me/100g	2.05	me/100g	0.12	me/100g	28	me/100g	31	%	7	mg/kg																																																																									
Mur3.B	Mur	Yes	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.2	in water	61	mg/kg	26	mg/L	1.19	me/100g	6.5	me/100g	2.47	me/100g	0.13	me/100g	32	me/100g	32	%	14	mg/kg																																																																									
Mur3.C	Mur	No	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.2	in water	51	mg/kg	21	mg/L	1.28	me/100g	5.7	me/100g	2.26	me/100g	0.13	me/100g	30	me/100g	31	%	12	mg/kg																																																																									
Mur4.A	Mur	No	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.2	in water	48	mg/kg	23	mg/L	1.39	me/100g	5.1	me/100g	2.05	me/100g	0.12	me/100g	28	me/100g	31	%	7	mg/kg																																																																									
Mur4.B	Mur	Yes	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.2	in water	59	mg/kg	24	mg/L	1	me/100g	7.4	me/100g	2.08	me/100g	0.11	me/100g	30	me/100g	35	%	19	mg/kg																																																																									
Mur4.C	Mur	No	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.3	in water	59	mg/kg	27	mg/L	1.27	me/100g	5.7	me/100g	1.67	me/100g	0.12	me/100g	30	me/100g	29	%	12	mg/kg																																																																									
Mur5.A	Mur	No	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.2	in water	48	mg/kg	23	mg/L	1.39	me/100g	5.1	me/100g	2.05	me/100g	0.12	me/100g	28	me/100g	31	%	7	mg/kg																																																																									
Mur5.B	Mur	Yes	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.1	in water	52	mg/kg	20	mg/L	1.14	me/100g	4.2	me/100g	1.64	me/100g	0.11	me/100g	29	me/100g	24	%	7	mg/kg																																																																									
Mur5.C	Mur	No	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5	in water	47	mg/kg	14	mg/L	1.07	me/100g	4	me/100g	1.42	me/100g	0.11	me/100g	27	me/100g	24	%	8	mg/kg																																																																									
Mur6.A	Mur	No	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.2	in water	48	mg/kg	23	mg/L	1.39	me/100g	5.1	me/100g	2.05	me/100g	0.12	me/100g	28	me/100g	31	%	7	mg/kg																																																																									
Mur6.B	Mur	Yes	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.2	in water	61	mg/kg	26	mg/L	1.19	me/100g	6.5	me/100g	2.47	me/100g	0.13	me/100g	32	me/100g	32	%	14	mg/kg																																																																									
Mur6.C	Mur	No	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.2	in water	51	mg/kg	21	mg/L	1.28	me/100g	5.7	me/100g	2.26	me/100g	0.13	me/100g	30	me/100g	31	%	12	mg/kg																																																																									
